wikidata_id	name
Q383746	Sachsenring Africar
Q384012	IzhAvto
Q384559	Africar
Q3846033	Atrax Morgue
Q38506405	S.I. Vet & Zn
Q385962	Jabir al-Kaabi
Q386065	British Motor Corporation
Q386773	Korg
Q388555	Lohner-Werke
Q3893092	Panciera
Q390114	LaSalle
Q39050159	Vanderhall Motor Works
Q39080029	Bertini Motor Company
Q39080030	Healy Designs
Q39080032	Peel Engineering vehicles
Q391431	Shanghai Maple
Q3928329	Rocky Mount Instruments
Q392997	Ageron
Q3934043	Rezzonico
Q395941	Agrale
Q3967495	Sshe Retina Stimulants
Q39898	NSU
Q4036443	Comil
Q4039147	GHS
Q4042192	Kiitokori
Q4042566	Lakland
Q4042895	Strunal CZ, a.s.
Q4043850	Mayones Guitars & Basses
Q4044667	Musima
Q40469590	S.R. Bailey & Co.
Q40470299	Backus Water Motor Company
Q40471555	Auto Parts Company
Q4047925	Rabia Sorda
Q4048385	Rocktron
Q4051426	Thomas B. Jeffery Company
Q405274	Ailloud
Q4053147	William Hill
Q408631	Airedale Cars
Q40887740	Shawmut Motor Company
Q40963	Oltcit
Q40966	Opel
Q40971	Packard
Q40978	Pierce-Arrow
Q40987	Pininfarina
Q40993	Porsche
Q40996	Praga
Q41004	Rayton Fissore
Q41007	Richard-Brasier
Q41014	Rickenbacker
Q412352	Ajax
Q41362511	ReVere Motor Car Corporation
Q41433751	Armstrong Manufacturing Co.
Q41435201	A Automobile Company
Q41436222	Bayer Brothers Carriage Works
Q41436559	Abenaque Machine Works, Inc.
Q41786020	Manson Guitar Works
Q41795988	Ford of Mexico
Q4188546	Jeffrey M. Drazen
Q421569	ArtLine Racing
Q42302055	Maybach Motorenbau
Q42308408	B.O.S.S. Company
Q42308421	Brown Carriage Company
Q42308453	E.T. Burrowes Co.
Q42308476	Auburn Speedster
Q42308480	Total Performance
Q42317171	14th Prime Minister of Pakistan
Q4231991	Qoros
Q42326532	Easymile
Q423317	Nagant
Q42742220	AKB48 Group
Q4281101	Marathonbet
Q4285946	Sensuàl
Q428785	Dutton Cars
Q43003472	Chelsea Manufacturing Company
Q43003597	Chicago Motor Vehicle Company
Q430152	Vandoren
Q431361	Polaroid
Q4320539	Petropoulos
Q4320587	Emporiki Autokiniton
Q4320605	Autokinitoviomihania Ellados
Q4320654	YMC
Q43283845	Continental Motors Corporation
Q433446	Alta
Q4354523	Marchese
Q4386215	Petr and Fevroniya
Q4394530	RMIF
Q44012853	Pillar & Co.
Q442530	Altmann
Q44294	Ford Motor Company
Q44369909	Corona
Q444172	Bolloré
Q4462378	Trembita Musical Instrument Factory
Q44846	Guerry et Bourguignon
Q448627	Alvechurch
Q44876	Alphi
Q4513518	Chernihiv Musical Instrument Factory
Q45319395	JK Flesh
Q454513	Steingraeber & Söhne
Q455727	AMATI - Denak
Q457948	Victor and Corona
Q458959	Melkus
Q462491	Berna
Q463257	American
Q463449	American Austin Car Company
Q463616	American Buckboard
Q463827	Hansa
Q4650107	ABC
Q4652565	Automobile Manufacturing Company
Q46540	Ruxton
Q4655171	Equitable Holdings
Q465718	American Motor Car Agency
Q465730	American Motor Car Company
Q4667815	Abingdon
Q466871	Siemens-Schuckert
Q4680383	Adams Musical Instruments
Q4688219	Aerocarene
Q469175	HQM Sachsenring GmbH
Q46937	TVR
Q469686	August Förster
Q469739	Loremo
Q47036698	London EV Company
Q47126248	Welsh Arts Council
Q471282	Amilcar Italiana
Q471290	Sungri Motors
Q471294	Amilcar
Q471452	Mars
Q4716246	Ales
Q471904	Amiot-Peneau
Q4720563	Alexandra
Q47297138	Cleveland Automobile Company
Q4731494	Allen
Q4731496	Allen
Q4731737	Allen Kingston
Q473370	Selve
Q4734792	Alpena
Q474003	Amor
Q4742711	America
Q4742847	American
Q4742850	American
Q4744989	American Signal Corporation
Q4744994	American Simplex
Q4745173	American Steam Car
Q4745277	American Tri-Car
Q4745353	American Waltham
Q4745855	Ames
Q4746009	Amherst
Q47465481	Einig
Q47465483	Economy vehicles
Q4748309	Amphion Loudspeakers
Q47485387	Zhaoxin
Q474988	DR Motor Company
Q4752669	Anchor Buggy
Q475272	Magomobil
Q4754016	Anderson
Q4754017	Anderson
Q47542747	Elwell-Parker Electric Company
Q4763127	Anger Engineering Company
Q4766211	Ann Arbor
Q4766796	Anna
Q4780258	Apollo
Q478214	Tesla, Inc.
Q4782915	Aquila Racing Cars
Q478506	Kroboth
Q4787395	Arcimoto
Q4789617	Argo
Q4789684	Argonne
Q4792018	Arkley
Q4796103	Arrow
Q4806667	Asian Institute for Distance Education
Q4811131	Astra
Q4815947	Atla
Q4816474	Atlantic LNG
Q481658	Maico
Q4816773	Atlas
Q4816774	Atlas Motor Car Company
Q4816779	Atlas
Q4818371	Attila
Q4820098	Audrey
Q482163	Amédée Bollée
Q4826263	Autoette
Q4826266	Autoette
Q4826695	Automodello
Q4827699	Avanti
Q4836503	MSBR
Q48366366	Enova Systems
Q4838167	Baby-Brousse
Q484849	Asia Motors
Q4869863	Battery Manufacturing Association
Q48767771	Carl Goetze
Q48769243	Birrana
Q48779790	Super Car
Q48807690	Ivan & Ilia
Q4881914	Belarus
Q4884316	Belmont
Q4885891	Ben Hur
Q4887129	Bendix
Q48873365	Multifilmes
Q4887854	Benham
Q48957	Saab Automobile
Q4898566	Better World Books
Q4904664	Beisel
Q490565	Anderheggen
Q491251	LT
Q49137910	Fonbet
Q4914243	Binghamton Electric
Q4914438	Binney & Burnham
Q491565	Albion Motors
Q4924584	Blakely Auto Works
Q4930816	Blush Response
Q493232	Elizalde
Q493843	Lomax
Q494168	Renault Samsung Motors
Q494991	Covini Engineering
Q4950090	Bourassa
Q4950937	Bowery Presents
Q4954852	Bradley
Q495599	Andreas
Q49567655	Sakamichi Series
Q496598	Muntz Car Company
Q4968649	Briscoe (automobile company)
Q497193	GM Korea
Q4974585	Multiplex
Q4975054	Brooks Steam Motors
Q4976356	Brown and Haley
Q4976536	Browniekar
Q4985642	Buffalo
Q4985717	Buffalo Electric Vehicle Company
Q4985719	Buffalo Electric Carriage
Q4985982	Buffum
Q5011749	CIME
Q5014765	CVI
Q5020252	California Automobile Company
Q5020697	California Motor Company
Q5027985	Campbell
Q5030339	Canadian Motor
Q50318577	Frantz Automobile Company
Q50318583	Fremont Motors Corporation
Q50318593	Fritchle vehicles
Q5032744	Cannon
Q5037267	Car de Luxe
Q5039297	Carhartt
Q5054724	Cavac
Q5063116	Century
Q50659730	Goddeu vehicles
Q5073368	Chappell & Co.
Q507456	Stanley Motor Carriage Company
Q50864742	Banjo vehicles
Q50864786	Graham Equipment Company
Q50864797	Graham Automobile & Launch Company
Q5094436	Chevron Engineering Ltd
Q509507	Fernandes Guitars
Q5109054	Christchurch-Campbell
Q511029	Godin
Q5116530	Church-Field
Q5127570	Clarkmobile
Q5134049	Clinton
Q5134366	Clipper
Q5137277	Clément-Talbot
Q5138607	Coates-Goshen
Q5148270	Colonial
Q5148345	Colonial Motors
Q5153675	Commonwealth
Q5155096	Commuter Cars
Q515658	Guerrilla Girls
Q5165244	Continental Automobile Manufacturing Company
Q51679128	ELR
Q517139	General Motors Egypt
Q51715681	Carl Lindström A.G.
Q5172833	Correja
Q517595	Springuel
Q5178868	Couverchel
Q5179327	Covin
Q5180314	Crack Fierce
Q5181985	Crane & Breed
Q5184939	Cricket
Q5188340	Cross Lake First Nation
Q5196973	Cutting
Q520263	Farman Aviation Works
Q5204206	DAC
Q52082793	Herschell-Spillman
Q52082818	Oakman Motor Vehicle Company
Q52082982	Hill Climbing Automobile Manufacturing Company
Q5209438	Daimler India Commercial Vehicles Pvt. Ltd.
Q520960	Charlon
Q52149570	Vlaamse Kring ‘Land van Aelst’
Q5218634	Daniel Roth
Q522381	Andre Py
Q5243526	Dayton Electric
Q5244191	DeWitt Motor Company
Q5244557	De La Vergne
Q5244639	De Mot
Q5244730	De Sanzy
Q5244734	De Schaum
Q5245836	Deal
Q525227	EMG, Inc.
Q5254620	Delta Electronics
Q52608067	Association CeROArt
Q52610826	Prof. Dr. Dr. h.c. Thomas Schröder
Q5261409	Derby
Q5263648	Desberon
Q52656448	Hoyt
Q5265830	Detroit-Dearborn
Q5265839	Detroit
Q5265895	Detroit Cyclecar
Q5271829	Diar
Q527240	Sheffield-Simplex
Q527335	Motobloc
Q527408	Arbenz vehicles
Q5276729	Dile
Q5278194	Dingfelder
Q5280087	Diptendu Pramanick
Q530099	Wolseley Motor Company
Q5303189	Downing-Detroit
Q53098	Adler
Q5316237	Durant
Q5321681	E. & H. T. Anthony & Co.
Q5323014	EFY Enterprises
Q5325042	Eagle Cars Limited
Q5333839	Econoom
Q5348618	Ehrhardt
Q5350598	Ekstromer
Q5353840	Elcar
Q5357762	Electricar
Q5358123	Electromobile
Q5360008	Elgin
Q5360104	Elgé
Q5360522	Elias Howe Company
Q5368878	Yazima Beauty Salon
Q5370918	Jewish Educational Media
Q5371172	Emil Beaulieau
Q53739362	governor of the state of Amazonas
Q5374001	Empire
Q5374002	Empire
Q53756096	Be Rich Limited
Q537623	M. Welte & Söhne
Q5378094	Engler
Q5384453	Equifax
Q539285	Turcat-Méry
Q53938982	Group of Athens 1450
Q540281	Eicher
Q5404720	Etnyre
Q5409074	Éole
Q540998	Fafnir
Q541029	Anglo-Dane
Q541477	Daimler-Benz
Q5417269	Metzger Motor Car Company
Q5419388	Excel
Q5431716	Falcon-Knight
Q5436002	Farner
Q5443441	Fengshen
Q544408	Argus Motoren
Q5454419	Fischer
Q545579	JAC Motors
Q545973	Dean Guitars
Q5461990	Flosstradamus
Q54621344	Coral
Q546697	Vekoma
Q54709337	Sono Motors
Q54750824	Beynost Services Père et Fils
Q547738	Caparo Vehicle Technologies
Q54862327	Superamas
Q548711	Clarion
Q549672	Cybo
Q5497204	Frederick "Dennis" Greene
Q5499375	Fredonia
Q55118127	Geely Auto
Q5516278	Gadabout
Q55185499	Argentine Secretary of Human Rights
Q552149	Neckar
Q5522595	Gardner Douglas
Q5522747	Gareau
Q5524437	Gartons Limited
Q552568	Ahrens-Fox Fire Engine Company
Q5528838	Gaylord
Q5530543	Gem
Q5531783	General Computer
Q5545578	George W. Davis Motor Car Company
Q55456500	Montecito Hair
Q55456676	i Capelli Salon - Ventura
Q55518449	Lifan Motors Uruguay
Q55518451	Toyota Argentina
Q55526980	Newhall, Beaumont and Nancy
Q5559160	Gibraltar Hardware
Q55631494	Kunsthandel Van Marle & Bignell
Q55639089	ASMedia
Q5567184	Glasspar
Q55692070	C P Kimball & Company
Q55692105	Krastin Automobile Manufacturing Company
Q55692124	Ayax
Q55692130	Traum vehicles
Q557064	Anker
Q55731880	Edison Motors
Q557498	Volkswagen do Brasil
Q55776398	Kwalu
Q55791522	Lauth-Juergens Motor Car Company
Q55791618	Church Manufacturing Company
Q55826769	Valbruna Group
Q5588674	Government Alpha
Q5591703	Grade Automobilwerke
Q55931	Hyundai Motor Company
Q55955638	Liberty Manufacturing Company
Q559608	Ruf Automobile
Q5598131	Gray-Dort Motors
Q5598194	Gray Light Car
Q5599085	Great Eagle
Q56033188	onsite internet GmbH
Q5604270	Greenleaf
Q56051643	Long Distance vehicles
Q5609508	Grinnall Specialist Cars
Q56154130	Jennie McCowen
Q56159906	Mahoning automobiles
Q56159971	Marlboro vehicles
Q56160069	Martin Carriage Works
Q56247783	The McCue Company
Q56247890	Melling Sportscars
Q562576	Vester Guitars
Q56274067	Rollin Motors
Q56293956	Tata Zambia
Q56338492	Bogatyńskie Zakłady Przemysłu Bawełnianego "Doltex"
Q5637276	Hackett
Q56426170	Global Group
Q5642739	Halladay
Q5645606	Hammer
Q5647481	Handley-Knight
Q565128	Goliath
Q56648971	Stiftelsen D/S Stord I
Q566832	Mack Rides
Q56693003	Fratellini brothers
Q56760280	BoyleSports
Q5676257	Harvard
Q56762965	Academy of Robotics
Q5681397	Hatfield Motor Vehicle Company
Q5683852	Havers
Q568675	Yes! Roadster
Q569235	Saturn Corporation
Q569249	Chrysler UK
Q571225	Irmscher
Q571934	Ford of Europe
Q571943	Ford Germany
Q57279005	Metropol Motors Corporation
Q57279202	Meserve Auto Truck Company
Q57279218	Amante
Q572981	Automobiles René Bonnet
Q5734177	Herbert Geer
Q573890	Bollack Netter and Co
Q5743970	Herreshoff
Q5745703	Hesketh Motorcycles
Q574579	Lorraine-Dietrich
Q5748467	Hewitt-Lindstrom
Q57521717	Fruntimmer (pseudonym)
Q5752875	Hidley Steam Car
Q57539548	Milburn Electric Vehicles
Q57539862	Milwaukee Automobile Company
Q57594502	Miller Motor Company
Q57657260	Contec Inc.
Q57657789	Contec Professional
Q57657934	Contec Heatlhcare
Q579485	Pearl Drums
Q58155986	Monarch Automobile Company
Q58157982	C. W. Kelsey Manufacturing Company
Q58158261	Mueller vehicles
Q58158688	Monitor Automobile Works
Q58158698	Monitor Motor Car Company
Q58159151	Morgan Motor Company
Q58162270	Bumb & Koenig GmbH
Q58180486	Mr.Kitty
Q58234521	Crystal Lake
Q58378430	House of Donà della Trezza
Q584202	Fodera
Q58422832	Nadig vehicles
Q58424438	Niagara Automobile Company
Q58461310	Ynor
Q584985	Bungartz Butz
Q584991	Boss Corporation
Q585882	Fazioli
Q586041	Connew Racing Team
Q58623737	Mallorca 2.0 Quality S.L.
Q58639815	House of Giovanelli
Q5869522	Fresno's
Q5871763	Hitchcock
Q5874827	Hobbie Accessible
Q5876580	Hoffman
Q58811541	Ofeldt vehicles
Q58835655	House of Pindemonte
Q58949290	Lacloche frères
Q590733	Stebro
Q5908873	Idígoras y Pachi
Q591001	Chery
Q59154123	Pan-American Motors Corporation
Q59155095	Pan Motor Company
Q5917067	Hover
Q59175	Velorex
Q59179	Vignale
Q59182	Wikov
Q59183	Wanderer
Q59186490	Tombo Musical Instrument
Q59187	Vauxhall
Q59204922	Raydium
Q592443	Signetics
Q59325764	C.R. Patterson and Sons
Q594355	S.P.A.
Q59550307	Pennington
Q59550343	Racine Motor Vehicle Company
Q596451	Claude Delage
Q59688426	Tiger Hill Entertainment
Q5972206	INCITE!
Q59767671	Fredcar vehicles
Q59780234	RABCAT
Q598591	Washburn Guitars
Q59877473	ministry of Mobility and Public Works
Q60175881	Artlab Australia
Q60213066	Puritan vehicles
Q60213080	James M. Quinby
Q602336	Inez and Vinoodh
Q60307476	Berserk
Q603121	Dala7
Q60319754	AMK
Q60320664	Kadef
Q60321474	Aural Torture Mechanism
Q6036134	Innova
Q6036321	Innovis
Q60386888	Pool Artists
Q6039733	TOGG
Q60434752	Red Bug vehicles
Q60572929	Reeves Pulley Company
Q60575992	Guiglia
Q605772	Zamperla
Q60605603	North Shore Pediatric Therapy
Q606461	Astra
Q60684579	Sears vehicles
Q60684628	Roader Car Company
Q6073454	Iroquois Motor Car Company
Q60845235	Kink
Q608853	Pasquali vehicles
Q61014458	Roper
Q61037628	K2
Q61037732	Pain Jerk
Q6104304	İddaa
Q61129183	PNJ
Q6122893	Jaguar Land Rover
Q6128007	James
Q612809	Valmarana
Q6129039	James B. Aguayo-Martel
Q6132033	James Cunningham, Son and Company
Q61407595	Alden Sampson Division
Q615440	Changfeng Motor
Q6160344	Venirauto
Q616328	Overland Automobile
Q61649154	Seneca Motorcar Company
Q61649274	Service Motor Car Company
Q61653791	Rover (Zambia)
Q61667403	Livingstone Motor Assemblers
Q617334	Apal
Q61742232	Simplex Automobile Company
Q61774110	RainVac
Q61826444	Spaulding Automobile & Motor Company
Q61826510	Speedway vehicles
Q61826719	Smith Automobile and Machine Company
Q61826772	Spurr Automobile Company
Q618466	Polski Fiat
Q6189683	Jewett
Q61965086	Piëch Automotive
Q62005253	Sterling Automobile Manufacturing Company
Q62006434	ZAP Jonway vehicles
Q62006454	Sterling Motor Car Company
Q62070259	Gemunder Family
Q62082114	Opticalia
Q62086200	Hitzinger
Q620987	Apperson
Q62121020	Tipografia Giachetti
Q6213156	Joel-Rosenthal
Q623274	Aquila Italiana
Q623503	William Beardmore and Company
Q623639	Arab American Vehicles
Q623652	Arab
Q62391641	Eye Wish
Q62391672	General Óptica
Q62391701	Générale d'Optique
Q62391719	Multiópticas
Q62391722	Multiópticas
Q62391732	Top Charoen
Q62391741	Eye Smart
Q624002	Barabus TKR
Q62463269	Walter Treser GmbH
Q62497463	Julien d'Orcel
Q62529245	Histoire d'Or
Q62587708	Torbensen Motor Car Company
Q626414	Arash Motor Company
Q628140	Holland Car
Q628644	Pitsos
Q62888826	Badger Brass Manufacturing Company
Q62888843	Turner Brass Works
Q62889091	Union Electric Company
Q62893637	Tucker
Q629233	MTM - Motoren Technik Mayer
Q629281	Protos of Nonnendamm
Q63035278	XPeng
Q63074841	Saoutchik
Q630777	Bavarian Auto Group
Q63148490	Hellstern & Sons
Q6319194	Juzan
Q63196664	eGT New Energy Automotive
Q63237362	Wagner Manufacturing Company
Q632923	Biotechnia Ellinikon Trikyklon
Q63311986	(217981) 2001 VN88
Q63347865	Wichita Falls Motor Company
Q634320	Brough Superior
Q63434003	Permanent Delegates of Hungary to UNESCO
Q63450416	Zip Cyclecar Company
Q63615191	AMA Steps Forward
Q63615197	JN Learning
Q6364992	Kansas Historical Society
Q6378673	Kauffman Motor Vehicle Company
Q63795842	Pub Crawl Budapest
Q638156	ZiL
Q6383342	Keeton
Q63861523	Cloud 9 ERP Solutions
Q639138	Ardex
Q640039	Qvale
Q64013911	Wormwood Studios
Q64014139	‎Pathea Games
Q64014355	Troglobytes Games
Q64014962	Jauda Labs
Q64016141	Palmer-Singer vehicles
Q64021660	Gunschlinger
Q640297	Bowler Offroad
Q6404654	Kidder
Q6417168	Kissel Motor Car Company
Q64217573	Pratt Motor Car Company
Q6423836	Knurl
Q6426355	Koistinen Kantele
Q64348853	Mango Tribe
Q64348968	Mujeres Latinas en Acción
Q64348973	CARYATIDS
Q64348993	Honey Pot Performance
Q64349053	Women Artists' Salon of Chicago
Q6435788	Kraco Enterprises
Q6446295	Kurogane
Q644813	Reliant
Q646832	Gilbern
Q64767429	Porter vehicles
Q647737	Marussia Motors
Q6485614	Tushek&Spigel Supercars
Q64861213	University of Pennsylvania Department of Emergency Medicine Residency Program
Q64861303	Guthrie Robert Packer Hospital Emergency Medicine Program
Q64861464	Boston Medical Center Emergency Medicine Residency
Q64861469	University of Massachusetts Medical School Emergency Medicine Residency Training Program
Q64863368	Temple University Hospital Emergency Medicine Training Program
Q64863376	Drexel University College of Medicine Department of Emergency Medicine Residency
Q64866719	Coulls Somerville Wilkie
Q65026135	Raven
Q65026309	Dao De Noize
Q65032637	Gemeun
Q65069366	Defense Attaché Office, Saigon
Q6507456	Le Piaf
Q6508282	Leach
Q6511368	Leblanc
Q65123501	1xBet
Q651443	Mors
Q65158716	Aiways
Q6521517	Lems
Q6541881	Liberty Motor Car
Q6544704	Namecheap
Q65466380	Seed Mouth
Q6550445	Lincoln
Q6555378	Lion
Q65560151	Lunn Fabrics
Q656288	Pipe
Q656548	Stoewer
Q657676	Karosserie Baur
Q658242	UAZ
Q658336	PRB
Q659200	Tetra Pak
Q65963024	Enfield-Neorion vehicles
Q65965850	Dana Oakes
Q65965910	neonatal/pediatric specialist
Q65968803	ELMA
Q66010613	Neverland Editions
Q66010614	Wonderland Editions
Q660322	Paiste
Q660675	Intamin
Q662168	Monteverdi
Q6640705	SBOBET
Q66425353	Puce Mary
Q664324	Glas
Q66467344	Mo*Te
Q664713	Pic-Pic
Q6647812	Litex Motors
Q664799	Bösendorfer
Q6648829	Little Motor Car Company
Q66496965	Nick McCarty
Q66503729	NEKO WORKs
Q6651418	Little Princess
Q665239	Enzmann
Q66578996	Sovereignty Council of Sudan (2019-)
Q66586876	Permanent Representative of the United States to UNESCO
Q6666916	Logan
Q6670602	London Motors
Q6671381	Lone Star
Q66759008	Ignatz Schustala & Comp
Q66763562	FARCO
Q667822	Bolliger & Mabillard
Q6686	Renault
Q668620	Belga Rise
Q66900320	Akademisches Atelier für Holzschneidekunst zu Dresden
Q6709766	Lyons-Knight
Q67137404	Weeks
Q67140954	Rébé
Q671465	Marshall Amplification
Q671635	Vivinus
Q6717305	MPM
Q67174256	Danskin
Q6728453	Madoz
Q6737044	Maison Parisienne
Q6742	Peugeot
Q674555	Gillet
Q6746	Citroën
Q6750	Berliet
Q6751	Aixam
Q6755153	Marble-Swift
Q6763093	Marie de Bagneux
Q6774829	Martin-Spéciale
Q677705	Hohner Musikinstrumente GmbH & Co. KG
Q6781504	Maryland Steamer
Q67815310	Petr Krautwurm, ing. FINNTRADING
Q679888	Rolls-Royce
Q6800063	McBurnie
Q6801649	McIntyre Automobile
Q6803854	Auto Avio Costruzioni
Q6805438	Media
Q6817252	Menominee
Q6818138	Mercedes-Benz Mexico
Q68214184	Dietrich Véhicules
Q68228166	Guilty Connector
Q6822979	Metamec
Q68236739	RoboChanMan
Q683671	Indutiomarus
Q6837436	Michigan
Q6837437	Michigan
Q683747	Austro-Tatra
Q6837524	Michigan Department of Education
Q6839039	Micrel
Q6842375	Midland Motor Company
Q68595702	J. W. Fecker
Q686004	Jack Sport
Q686020	Egg
Q688141	Mowag
Q6883057	Mitsubishi Fuso Truck of America, Inc.
Q688366	Gumpert
Q6886831	Mobile Company of America
Q68923442	Gazukull
Q689325	Armstrong Siddeley
Q689772	Dufaux automobile
Q6898675	Monde Bruits
Q690124	Carlsson
Q6901371	Monocar
Q6902113	Monroe
Q690227	Chamonix
Q690628	Carrosserie Hess
Q69125783	Belcher & Armstrong
Q692157	Experian
Q692402	Gemballa
Q694450	Steyr-Daimler-Puch
Q6944833	MyLife
Q6947421	Myers Motors
Q695814	Arnold
Q697051	Arnolt
Q697408	Sonor
Q697519	C. Bechstein Pianofortefabrik
Q6978404	National Sewing Machine Company
Q697932	Arola
Q69801779	E. Bliss &​ E. White
Q698336	Seidel-Arop
Q698447	Magna Steyr
Q698588	Karmann
Q698853	House of Collalto
Q6990333	Nelson
Q699551	Daimler Motors Corporation
Q700200	Grofri
Q700268	Arrol-Johnston
Q700373	Veritas
Q700531	Libelle
Q700803	Meinl Percussion
Q701955	Csonka
Q70237196	The Southern Sierra Nevada Continental Dynamics Project
Q7026578	Nichols and Shepard
Q7031637	Nielson
Q70380896	Shin-ei
Q70382299	Forat Music and Electronics
Q70391311	Johannus Orgelbouw
Q704981	Isdera
Q7070966	Nyberg Automobile
Q7084129	Old Grandma Hardcore
Q7089002	Olympian
Q708985	PGO
Q70990538	Bingenheimer Saatgut AG
Q7114655	Owen Thomas
Q71147153	Leitner & Kraus
Q711545	Luxgen
Q7120254	PRBC
Q71207419	Flint Automobile Company
Q71233	ZAZ
Q7129795	Panafacom
Q71371541	Scuderia AlphaTauri Grimm
Q7140592	Partin Manufacturing Company
Q7144577	Paterson
Q7156949	Payze
Q7160165	PeekYou
Q7163160	Penn
Q71669173	Impact Automotive Technologies
Q7169253	Permanent Representative of China to the United Nations
Q7179322	Petters Limited
Q7181275	Phelps Motor Vehicle
Q718129	Arzac
Q7191770	Pierce-Racine
Q7193369	Piggins
Q7200443	Plage i Laśkiewicz
Q721047	Asardo
Q7216254	Chancellor of Justice
Q7227968	Ponsard-Ansaloni
Q7231639	Porter Motor Company
Q723452	Asdomobil
Q7237650	Pragoti
Q7240330	Premier Motor Manufacturing Company
Q724957	Ashby Motors
Q725215	Asheville Light Car
Q725930	Ashley Laminates
Q7260177	Pungs Finch
Q7270157	Queen
Q7270159	Queen
Q7280464	Radical Software
Q728535	Benjamin
Q72930984	Seiltänzergesellschaft von Wilhelm Kolter
Q7294283	Rapoon
Q7296105	Rauch and Lang
Q7298448	Rayfield
Q7300568	Reading Steamer
Q7307901	Regal
Q7310991	Reliable Dayton
Q7312729	Renault España
Q7312733	Renault India Private Limited
Q7312751	Renault do Brasil
Q7313355	Renntech
Q731471	Panhard
Q731862	Elva
Q732207	Fabbrica Ligure Automobili Genova
Q7334368	Rimac Automobili
Q7338847	Rivian Automotive
Q73410294	H. van Ingen
Q734469	Scootacar
Q735004	Quick
Q7365486	Ronart Cars
Q7365742	Ronn Motor Company
Q7366730	Roper-Corbet
Q7369162	Ross
Q7369164	Ross
Q7371332	Roush Performance
Q7373771	Royal Automobile Association of South Australia
Q7374504	Royal Motor Company
Q7381699	Russell Motor Car Company
Q738226	Asquith
Q738228	Asra
Q739000	Geely
Q739018	EWB Cars
Q7393338	SS Cars Ltd
Q739690	Sénéchal
Q74015556	Dimensions Massage Therapy
Q7417004	Sandusky Automobile Company
Q7418782	Sankyo Flute Company
Q742581	Alliance
Q7427659	Sava
Q742909	Chappe et Gessalin
Q74301113	Bumblebottom Entertainment
Q7430993	Schaum
Q743126	Associated Vehicle Assemblers
Q743211	Jehle
Q743344	Facel
Q743391	European Automobile Manufacturers Association
Q744036	Tomcar
Q744255	Autocars Co.
Q7442817	Sebring
Q74458523	ManBetX
Q7448240	Self
Q746256	Panoz Auto Development
Q746273	Allard Motor Company
Q747299	Société des usines Chausson
Q747384	Aster Società Italiana Motori
Q747594	Riley Motor
Q74825625	Jérôme Hantaï
Q7487927	Shandong Huoyun
Q7488453	Shanghai GM
Q7491278	Shawmobile
Q749239	Pagani
Q7494873	Sheridan
Q749725	Tropical
Q7497288	Shindana Toys
Q750040	LaFayette Motors
Q750047	Grecav
Q750314	Astra Daihatsu Motor
Q750326	Astra
Q750490	Studebaker-Packard Corporation
Q751015	Automobiles Chatenet
Q7512321	Sigma Guitars
Q7512343	Sigma Motors
Q751408	Arista
Q751579	Clipper
Q75171324	Stellmacherei aus Elmshorn
Q7517985	Simmons
Q7520967	Simplo
Q7523837	Single Center
Q7523859	Single Gun Theory
Q7525581	Sipani
Q753296	Atalanta Motors
Q753863	Epiphone
Q754093	Ateliers Germain
Q754103	Linon vehicles
Q754105	Sage vehicles
Q754107	A.M.
Q754109	Ateliers de Construction Mecanique l'Aster
Q754114	Bovy vehicles
Q754125	Ateliers d’Automobiles et d’Aviation
Q75446835	Secretario Privado del Presidente de El Salvador
Q7545069	Smith Automobile Company
Q755682	Atholl
Q756072	Atlansia
Q7564456	Soules
Q757048	Atlas
Q757580	Atomette
Q7576446	Spex Design Corporation
Q758811	Audibert & Lavirotte
Q75969928	TelmoMiel
Q7598158	Standard
Q7598161	Standard
Q7600326	Stanwood
Q7604813	Staver
Q7605476	Steamobile
Q7605524	Stearns Steam Carriage Company
Q7615452	Stevens-Duryea
Q7615500	Stevens Vehicles
Q7617355	Stimbox
Q763622	Jawa
Q7638880	Sunbeam-Talbot
Q7640507	Sunlightsquare
Q765410	Seagrave Fire Apparatus
Q765583	Officine Meccaniche
Q76620559	Schwenk & Seggelke
Q76663135	Lake Norman Oral & Facial Surgery
Q767318	Mercury
Q76754241	Mercedes-Benz AG
Q76809554	ATI Systems
Q76819126	ROOT Periodontal & Implant Center
Q768353	Renault Russia
Q76943183	Linekraft
Q769519	Royal African Company
Q7721365	The Caretaker
Q77470804	The Herschthal Practice
Q7751804	The Mitgang Audio
Q776997	Morris Motors
Q778103	Clyno
Q7781800	Theodore Goddard
Q77826584	HURHUR
Q7801456	Tiger Racing
Q7802851	Tilling-Stevens
Q78047242	Harsh Noise Movement
Q78056840	Evil Moisture
Q78093922	KainHauld
Q781156	Austin Motor Company
Q781589	Australian Motor Industries
Q782718	Australian Six
Q782811	Australis
Q7830824	Toyota Motor Engineering & Manufacturing North America
Q7830833	Toyota Motor Manufacturing Mississippi
Q7833641	TransUnion
Q7835886	Travco
Q783891	Delahaye
Q784697	Quagliotti
Q784711	Auto-Mixte
Q784737	Auto-Wax
Q784740	Auto-Zagaia
Q784857	Auto Buggy Manufacturing Company
Q784880	Auto Cub
Q784918	Auto Lux
Q784920	Auto Léger
Q784927	Auto Mirage
Q784931	Auto Pratique
Q78527990	SkyMD
Q7857705	Twentieth Century Motor Car Corporation
Q786150	Autobleu
